field,n_objects
STRIPE82_0057_predicted,48139
STRIPE82_0058_predicted,39187
STRIPE82_0059_predicted,54916
STRIPE82_0060_predicted,34324
STRIPE82_0061_predicted,57125
STRIPE82_0062_predicted,40950
STRIPE82_0063_predicted,40792
STRIPE82_0064_predicted,52342
STRIPE82_0065_predicted,40570
STRIPE82_0066_predicted,44768
STRIPE82_0067_predicted,47765
STRIPE82_0068_predicted,55847
STRIPE82_0069_predicted,52252
STRIPE82_0070_predicted,40864
STRIPE82_0071_predicted,45823
STRIPE82_0072_predicted,54379
STRIPE82_0073_predicted,44395
STRIPE82_0074_predicted,64036
STRIPE82_0075_predicted,45294
STRIPE82_0076_predicted,52180
STRIPE82_0077_predicted,25050
STRIPE82_0078_predicted,20331
